region,country_name,year,forest_area_sqkm,total_area_sqkm,forest_percentage,income_group
Middle East & North Africa,Djibouti,2001,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2002,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2003,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2004,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2005,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2006,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2007,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2008,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2009,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2010,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2011,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2012,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2013,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2014,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2015,55.99999905,23180.0079,0.241587489062072,Lower middle income
Middle East & North Africa,Djibouti,2016,55.99999905,23180.0079,0.241587489062072,Lower middle income
Latin America & Caribbean,Dominica,1990,500,750.0122,66.6655822398622,Upper middle income
Latin America & Caribbean,Dominica,1991,497.2999954,750.0122,66.3055874824436,Upper middle income
Latin America & Caribbean,Dominica,1992,494.7000122,750.0122,65.9589286947599,Upper middle income
Latin America & Caribbean,Dominica,1993,492.0000076,750.0122,65.5989339373413,Upper middle income
Latin America & Caribbean,Dominica,1994,489.3000031,750.0122,65.2389391932558,Upper middle income
Latin America & Caribbean,Dominica,1995,486.5999985,750.0122,64.8789444358372,Upper middle income
Latin America & Caribbean,Dominica,1996,484.0000153,750.0122,64.5322856481535,Upper middle income
Latin America & Caribbean,Dominica,1997,481.3000107,750.0122,64.1722908907349,Upper middle income
Latin America & Caribbean,Dominica,1998,478.6000061,750.0122,63.8122961333162,Upper middle income
Latin America & Caribbean,Dominica,1999,475.9999847,750.0122,63.465632252382,Upper middle income
Latin America & Caribbean,Dominica,2000,473.3000183,750.0122,63.1056425882139,Upper middle income
Latin America & Caribbean,Dominica,2001,470.6000137,750.0122,62.7456478307953,Upper middle income
Latin America & Caribbean,Dominica,2002,467.9000092,750.0122,62.3856530867098,Upper middle income
Latin America & Caribbean,Dominica,2003,465.2999878,750.0122,62.0389892057756,Upper middle income
Latin America & Caribbean,Dominica,2004,462.5999832,750.0122,61.678994448357,Upper middle income
Latin America & Caribbean,Dominica,2005,459.9000168,750.0122,61.3190047841889,Upper middle income
Latin America & Caribbean,Dominica,2006,457.2000122,750.0122,60.9590100267702,Upper middle income
Latin America & Caribbean,Dominica,2007,454.5999908,750.0122,60.612346145836,Upper middle income
Latin America & Caribbean,Dominica,2008,451.8999863,750.0122,60.2523514017505,Upper middle income
Latin America & Caribbean,Dominica,2009,449.3000031,750.0122,59.9056926140668,Upper middle income
Latin America & Caribbean,Dominica,2010,446.5999985,750.0122,59.5456978566482,Upper middle income
Latin America & Caribbean,Dominica,2011,443.8999939,750.0122,59.1857030992296,Upper middle income
Latin America & Caribbean,Dominica,2012,441.3000107,750.0122,58.8390443115459,Upper middle income
Latin America & Caribbean,Dominica,2013,438.6000061,750.0122,58.4790495541273,Upper middle income
Latin America & Caribbean,Dominica,2014,435.9999847,750.0122,58.1323856731931,Upper middle income
Latin America & Caribbean,Dominica,2015,433.3000183,750.0122,57.7723960090249,Upper middle income
Latin America & Caribbean,Dominica,2016,430.6000137,750.0122,57.4124012516063,Upper middle income
Latin America & Caribbean,Dominican Republic,1990,11050,48310.0009,22.8731107309915,Upper middle income
Latin America & Caribbean,Dominican Republic,1991,11430.99976,48310.0009,23.6617668123455,Upper middle income
Latin America & Caribbean,Dominican Republic,1992,11811.99951,48310.0009,24.4504228729998,Upper middle income
Latin America & Caribbean,Dominican Republic,1993,12193.00049,48310.0009,25.2390814797108,Upper middle income
Latin America & Caribbean,Dominican Republic,1994,12574.00024,48310.0009,26.0277375403651,Upper middle income
Latin America & Caribbean,Dominican Republic,1995,12955,48310.0009,26.816393621719,Upper middle income
Latin America & Caribbean,Dominican Republic,1996,13335.99976,48310.0009,27.605049703073,Upper middle income
Latin America & Caribbean,Dominican Republic,1997,13716.99951,48310.0009,28.3937057637273,Upper middle income
Latin America & Caribbean,Dominican Republic,1998,14098.00049,48310.0009,29.1823643704383,Upper middle income
Latin America & Caribbean,Dominican Republic,1999,14479.00024,48310.0009,29.9710204310926,Upper middle income
Latin America & Caribbean,Dominican Republic,2000,14860,48310.0009,30.7596765124465,Upper middle income
Latin America & Caribbean,Dominican Republic,2001,15191.99951,48310.0009,31.4469038024795,Upper middle income
Latin America & Caribbean,Dominican Republic,2002,15524.00024,48310.0009,32.1341336178696,Upper middle income
Latin America & Caribbean,Dominican Republic,2003,15855.99976,48310.0009,32.8213609286023,Upper middle income
Latin America & Caribbean,Dominican Republic,2004,16188.00049,48310.0009,33.5085907439923,Upper middle income
Latin America & Caribbean,Dominican Republic,2005,16520,48310.0009,34.1958180340253,Upper middle income
Latin America & Caribbean,Dominican Republic,2006,16850,48310.0009,34.878906408797,Upper middle income
Latin America & Caribbean,Dominican Republic,2007,17180,48310.0009,35.5619947835687,Upper middle income
Latin America & Caribbean,Dominican Republic,2008,17510,48310.0009,36.2450831583404,Upper middle income
Latin America & Caribbean,Dominican Republic,2009,17840,48310.0009,36.9281715331121,Upper middle income
Latin America & Caribbean,Dominican Republic,2010,18170,48310.0009,37.6112599078838,Upper middle income
Latin America & Caribbean,Dominican Republic,2011,18501.99951,48310.0009,38.2984871979168,Upper middle income
Latin America & Caribbean,Dominican Republic,2012,18834.00024,48310.0009,38.9857170133069,Upper middle income
Latin America & Caribbean,Dominican Republic,2013,19165.99976,48310.0009,39.6729443240395,Upper middle income
Latin America & Caribbean,Dominican Republic,2014,19498.00049,48310.0009,40.3601741394296,Upper middle income
Latin America & Caribbean,Dominican Republic,2015,19830,48310.0009,41.0474014294626,Upper middle income
Latin America & Caribbean,Dominican Republic,2016,20161.99951,48310.0009,41.7346287194956,Upper middle income
Latin America & Caribbean,Ecuador,1990,146308.4961,276839.9977,52.8494788742732,Upper middle income
Latin America & Caribbean,Ecuador,1991,145406.5039,276839.9977,52.5236617208656,Upper middle income
Latin America & Caribbean,Ecuador,1992,144504.5996,276839.9977,52.1978763186502,Upper middle income
Latin America & Caribbean,Ecuador,1993,143602.6953,276839.9977,51.8720909164348,Upper middle income
Latin America & Caribbean,Ecuador,1994,142700.7031,276839.9977,51.5462737630271,Upper middle income
Latin America & Caribbean,Ecuador,1995,141798.7988,276839.9977,51.2204883608117,Upper middle income
Latin America & Caribbean,Ecuador,1996,140896.9043,276839.9977,50.8947064985473,Upper middle income
Latin America & Caribbean,Ecuador,1997,139995,276839.9977,50.5689210963319,Upper middle income
Latin America & Caribbean,Ecuador,1998,139092.998,248359.9951,56.0045904107847,Upper middle income
Latin America & Caribbean,Ecuador,1999,138191.1035,248359.9951,55.6414504052307,Upper middle income
Latin America & Caribbean,Ecuador,2000,137289.1992,248359.9951,55.2783064537917,Upper middle income
Latin America & Caribbean,Ecuador,2001,136501.7969,248359.9951,54.9612657404985,Upper middle income
Latin America & Caribbean,Ecuador,2002,135714.4043,248359.9951,54.6442289328262,Upper middle income
Latin America & Caribbean,Ecuador,2003,134927.0996,248359.9951,54.3272275173273,Upper middle income
Latin America & Caribbean,Ecuador,2004,134139.6973,248359.9951,54.0101868040341,Upper middle income
Latin America & Caribbean,Ecuador,2005,133352.4023,248359.9951,53.6931892941562,Upper middle income
Latin America & Caribbean,Ecuador,2006,132565,248359.9951,53.376148580863,Upper middle income
Latin America & Caribbean,Ecuador,2007,131777.5977,248359.9951,53.0591078675698,Upper middle income
Latin America & Caribbean,Ecuador,2008,130990.3027,248359.9951,52.7421103576918,Upper middle income
Latin America & Caribbean,Ecuador,2009,130202.9004,248359.9951,52.4250696443986,Upper middle income
Latin America & Caribbean,Ecuador,2010,129415.5957,248359.9951,52.1080682288997,Upper middle income
Latin America & Caribbean,Ecuador,2011,128628.2031,248359.9951,51.7910314212275,Upper middle income
Latin America & Caribbean,Ecuador,2012,127840.8008,248359.9951,51.4739907079343,Upper middle income
Latin America & Caribbean,Ecuador,2013,127053.4961,248359.9951,51.1569892924354,Upper middle income
Latin America & Caribbean,Ecuador,2014,126266.1035,248359.9951,50.8399524847631,Upper middle income
Latin America & Caribbean,Ecuador,2015,125478.7988,248359.9951,50.5229510692642,Upper middle income
Latin America & Caribbean,Ecuador,2016,124691.5039,248359.9951,50.2059535996504,Upper middle income
Middle East & North Africa,"Egypt, Arab Rep.",1990,440,995450.0017,0.0442011149980995,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1991,455,995450.0017,0.0457079711912165,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1992,470,995450.0017,0.0472148273843335,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1993,485,995450.0017,0.0487216835774505,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1994,500,995450.0017,0.0502285397705676,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1995,515,995450.0017,0.0517353959636846,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1996,530,995450.0017,0.0532422521568016,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1997,545,995450.0017,0.0547491083499187,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1998,560,995450.0017,0.0562559645430357,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",1999,575,995450.0017,0.0577628207361527,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2000,590,995450.0017,0.0592696769292697,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2001,605.9999847,995450.0017,0.0608769886649346,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2002,622.0000076,995450.0017,0.0624843042380599,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2003,637.9999924,995450.0017,0.0640916159837704,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2004,654.0000153,995450.0017,0.0656989315568957,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2005,670,995450.0017,0.0673062432925605,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2006,675.9999847,995450.0017,0.067908984232814,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2007,681.9999695,995450.0017,0.0685117251831132,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2008,688.0000305,995450.0017,0.0691144737882419,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2009,694.0000153,995450.0017,0.0697172147385411,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2010,700,995450.0017,0.0703199556787946,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2011,705.9999847,995450.0017,0.0709226966190481,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2012,711.9999695,995450.0017,0.0715254375693473,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2013,718.0000305,995450.0017,0.072128186174476,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2014,724.0000153,995450.0017,0.0727309271247752,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2015,730,995450.0017,0.0733336680650287,Lower middle income
Middle East & North Africa,"Egypt, Arab Rep.",2016,735.9999847,995450.0017,0.0739364090052821,Lower middle income
Latin America & Caribbean,El Salvador,1990,3770,20720,18.1949806949807,Lower middle income
Latin America & Caribbean,El Salvador,1991,3725,20720,17.9777992277992,Lower middle income
Latin America & Caribbean,El Salvador,1992,3680,20720,17.7606177606178,Lower middle income
Latin America & Caribbean,El Salvador,1993,3635,20720,17.5434362934363,Lower middle income
Latin America & Caribbean,El Salvador,1994,3590,20720,17.3262548262548,Lower middle income
Latin America & Caribbean,El Salvador,1995,3545,20720,17.1090733590734,Lower middle income
Latin America & Caribbean,El Salvador,1996,3500,20720,16.8918918918919,Lower middle income
Latin America & Caribbean,El Salvador,1997,3455,20720,16.6747104247104,Lower middle income
Latin America & Caribbean,El Salvador,1998,3410,20720,16.457528957529,Lower middle income
Latin America & Caribbean,El Salvador,1999,3365,20720,16.2403474903475,Lower middle income
Latin America & Caribbean,El Salvador,2000,3320,20720,16.023166023166,Lower middle income
Latin America & Caribbean,El Salvador,2001,3273.999939,20720,15.8011580067568,Lower middle income
Latin America & Caribbean,El Salvador,2002,3227.999878,20720,15.5791499903475,Lower middle income
Latin America & Caribbean,El Salvador,2003,3182.000122,20720,15.3571434459459,Lower middle income
Latin America & Caribbean,El Salvador,2004,3136.000061,20720,15.1351354295367,Lower middle income
Latin America & Caribbean,El Salvador,2005,3090,20720,14.9131274131274,Lower middle income
Latin America & Caribbean,El Salvador,2006,3046.000061,20720,14.7007724951737,Lower middle income
Latin America & Caribbean,El Salvador,2007,3002.000122,20720,14.4884175772201,Lower middle income
Latin America & Caribbean,El Salvador,2008,2957.999878,20720,14.2760611872587,Lower middle income
Latin America & Caribbean,El Salvador,2009,2913.999939,20720,14.063706269305,Lower middle income
Latin America & Caribbean,El Salvador,2010,2870,20720,13.8513513513514,Lower middle income
Latin America & Caribbean,El Salvador,2011,2826.000061,20720,13.6389964333977,Lower middle income
Latin America & Caribbean,El Salvador,2012,2782.000122,20720,13.426641515444,Lower middle income
Latin America & Caribbean,El Salvador,2013,2737.999878,20720,13.2142851254826,Lower middle income
Latin America & Caribbean,El Salvador,2014,2693.999939,20720,13.001930207529,Lower middle income
Latin America & Caribbean,El Salvador,2015,2650,20720,12.7895752895753,Lower middle income
Latin America & Caribbean,El Salvador,2016,2606.000061,20720,12.5772203716216,Lower middle income
Sub-Saharan Africa,Equatorial Guinea,1990,18600,28050.0108,66.3101348966326,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1991,18483.00049,28050.0108,65.8930245046465,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1992,18365.99976,28050.0108,65.4759097632861,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1993,18249.00024,28050.0108,65.0587993356495,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1994,18131.99951,28050.0108,64.641684594289,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1995,18015,28050.0108,64.224574202303,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1996,17898.00049,28050.0108,63.807463810317,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1997,17780.99976,28050.0108,63.3903490689565,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1998,17664.00024,28050.0108,62.9732386413199,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,1999,17546.99951,28050.0108,62.5561238999594,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2000,17430,28050.0108,62.1390135079734,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2001,17314.00024,28050.0108,61.7254672857381,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2002,17198.00049,28050.0108,61.3119210991534,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2003,17081.99951,28050.0108,60.8983705275436,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2004,16965.99976,28050.0108,60.4848243409589,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2005,16850,28050.0108,60.0712781187236,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2006,16731.99951,28050.0108,59.6505991719618,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2007,16614.00024,28050.0108,59.2299245745745,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2008,16495.99976,28050.0108,58.8092456634633,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2009,16378.00049,28050.0108,58.388571066076,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2010,16260,28050.0108,57.9678921193143,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2011,16144.00024,28050.0108,57.5543458970789,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2012,16028.00049,28050.0108,57.1407997104942,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2013,15911.99951,28050.0108,56.7272491388845,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2014,15795.99976,28050.0108,56.3137029522998,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2015,15680,28050.0108,55.9001567300644,Upper middle income
Sub-Saharan Africa,Equatorial Guinea,2016,15564.00024,28050.0108,55.4866105078291,Upper middle income
Sub-Saharan Africa,Eritrea,1990,16210,101000.0026,16.0495045373395,Low income
Sub-Saharan Africa,Eritrea,1991,16589.6,101000.0026,16.4253461118228,Low income
Sub-Saharan Africa,Eritrea,1992,16210,101000.0026,16.0495045373395,Low income
Sub-Saharan Africa,Eritrea,1993,16075,101000.0026,15.9158411744437,Low income
Sub-Saharan Africa,Eritrea,1994,16030,101000.0026,15.8712867201451,Low income
Sub-Saharan Africa,Eritrea,1995,15985,101000.0026,15.8267322658465,Low income
Sub-Saharan Africa,Eritrea,1996,15940,101000.0026,15.7821778115479,Low income
Sub-Saharan Africa,Eritrea,1997,15895,101000.0026,15.7376233572493,Low income
Sub-Saharan Africa,Eritrea,1998,15850,101000.0026,15.6930689029507,Low income
Sub-Saharan Africa,Eritrea,1999,15805,101000.0026,15.6485144486521,Low income
Sub-Saharan Africa,Eritrea,2000,15760,101000.0026,15.6039599943535,Low income
Sub-Saharan Africa,Eritrea,2001,15715.99976,101000.0026,15.5603954014156,Low income
Sub-Saharan Africa,Eritrea,2002,15671.99951,101000.0026,15.5168307985766,Low income
Sub-Saharan Africa,Eritrea,2003,15628.00049,101000.0026,15.4732674135595,Low income
Sub-Saharan Africa,Eritrea,2004,15584.00024,101000.0026,15.4297028107205,Low income
Sub-Saharan Africa,Eritrea,2005,15540,101000.0026,15.3861382177826,Low income
Sub-Saharan Africa,Eritrea,2006,15495.99976,101000.0026,15.3425736248446,Low income
Sub-Saharan Africa,Eritrea,2007,15451.99951,101000.0026,15.2990090220057,Low income
Sub-Saharan Africa,Eritrea,2008,15408.00049,101000.0026,15.2554456369885,Low income
Sub-Saharan Africa,Eritrea,2009,15364.00024,101000.0026,15.2118810341496,Low income
Sub-Saharan Africa,Eritrea,2010,15320,101000.0026,15.1683164412117,Low income
Sub-Saharan Africa,Eritrea,2011,15275.99976,101000.0026,15.1247518482737,Low income
Sub-Saharan Africa,Eritrea,2012,15231.99951,101000.0026,15.0811872454348,Low income
Sub-Saharan Africa,Eritrea,2013,15188.00049,101000.0026,15.0376238604176,Low income
Sub-Saharan Africa,Eritrea,2014,15144.00024,101000.0026,14.9940592575787,Low income
Sub-Saharan Africa,Eritrea,2015,15100,101000.0026,14.9504946646407,Low income
Sub-Saharan Africa,Eritrea,2016,15055.99976,101000.0026,14.9069300717028,Low income
Europe & Central Asia,Estonia,1990,22060,42390.012,52.0405608755195,High income
Europe & Central Asia,Estonia,1991,22060,42390.012,52.0405608755195,High income
Europe & Central Asia,Estonia,1992,22133.99902,42390.012,52.2151279881685,High income
Europe & Central Asia,Estonia,1993,22171.00098,42390.012,52.3024173241565,High income
Europe & Central Asia,Estonia,1994,22208.00049,42390.012,52.389700880481,High income
Europe & Central Asia,Estonia,1995,22245,42390.012,52.4769844368055,High income
Europe & Central Asia,Estonia,1996,22281.99951,42390.012,52.5642679931301,High income
Europe & Central Asia,Estonia,1997,22318.99902,42390.012,52.6515515494546,High income
Europe & Central Asia,Estonia,1998,22356.00098,42390.012,52.7388408854425,High income
Europe & Central Asia,Estonia,1999,22393.00049,42390.012,52.8261244417671,High income
Europe & Central Asia,Estonia,2000,22430,42390.012,52.9134079980916,High income
Europe & Central Asia,Estonia,2001,22448.00049,42390.012,52.9558719870143,High income
Europe & Central Asia,Estonia,2002,22466.00098,42390.012,52.998335975937,High income
Europe & Central Asia,Estonia,2003,22483.99902,42390.012,53.0407941851963,High income
Europe & Central Asia,Estonia,2004,22501.99951,42390.012,53.083258174119,High income
Europe & Central Asia,Estonia,2005,22520,42390.012,53.1257221630416,High income
Europe & Central Asia,Estonia,2006,22483.99902,42390.012,53.0407941851963,High income
Europe & Central Asia,Estonia,2007,22448.00049,42390.012,52.9558719870143,High income
Europe & Central Asia,Estonia,2008,22411.99951,42390.012,52.870944009169,High income
Europe & Central Asia,Estonia,2009,22376.00098,42390.012,52.786021810987,High income
Europe & Central Asia,Estonia,2010,22340,42390.012,52.7010938331416,High income
Europe & Central Asia,Estonia,2011,22336.00098,42390.012,52.6916599598981,High income
Europe & Central Asia,Estonia,2012,22331.99951,42390.012,52.6822203069912,High income
Europe & Central Asia,Estonia,2013,22328.00049,43469.9902,51.3641718971448,High income
Europe & Central Asia,Estonia,2014,22323.99902,43469.9902,51.3549667650949,High income
Europe & Central Asia,Estonia,2015,22320,43469.9902,51.3457672691171,High income
Europe & Central Asia,Estonia,2016,22316.00098,43469.9902,51.3365677731393,High income
Sub-Saharan Africa,Eswatini,1990,4720,17200.0087,27.4418465846474,Lower middle income
Sub-Saharan Africa,Eswatini,1991,4766.000061,17200.0087,27.7092886644877,Lower middle income
Sub-Saharan Africa,Eswatini,1992,4812.000122,17200.0087,27.9767307443281,Lower middle income
Sub-Saharan Africa,Eswatini,1993,4857.999878,17200.0087,28.2441710509135,Lower middle income
Sub-Saharan Africa,Eswatini,1994,4903.999939,17200.0087,28.5116131307538,Lower middle income
Sub-Saharan Africa,Eswatini,1995,4950,17200.0087,28.7790552105942,Lower middle income
Sub-Saharan Africa,Eswatini,1996,4996.000061,17200.0087,29.0464972904345,Lower middle income
Sub-Saharan Africa,Eswatini,1997,5042.000122,17200.0087,29.3139393702749,Lower middle income
Sub-Saharan Africa,Eswatini,1998,5087.999878,17200.0087,29.5813796768603,Lower middle income
Sub-Saharan Africa,Eswatini,1999,5134.000244,17200.0087,29.8488235299555,Lower middle income
Sub-Saharan Africa,Eswatini,2000,5180,17200.0087,30.116263836541,Lower middle income
Sub-Saharan Africa,Eswatini,2001,5225.999756,17200.0087,30.3837041431264,Lower middle income
Sub-Saharan Africa,Eswatini,2002,5272.000122,17200.0087,30.6511479962217,Lower middle income
Sub-Saharan Africa,Eswatini,2003,5317.999878,17200.0087,30.9185883028071,Lower middle income
Sub-Saharan Africa,Eswatini,2004,5364.000244,17200.0087,31.1860321559023,Lower middle income
Sub-Saharan Africa,Eswatini,2005,5410,17200.0087,31.4534724624878,Lower middle income
Sub-Saharan Africa,Eswatini,2006,5454.000244,17200.0087,31.7092877051859,Lower middle income
Sub-Saharan Africa,Eswatini,2007,5497.999878,17200.0087,31.9650994013741,Lower middle income
Sub-Saharan Africa,Eswatini,2008,5542.000122,17200.0087,32.2209146440723,Lower middle income
Sub-Saharan Africa,Eswatini,2009,5585.999756,17200.0087,32.4767263402605,Lower middle income
Sub-Saharan Africa,Eswatini,2010,5630,17200.0087,32.7325415829586,Lower middle income
Sub-Saharan Africa,Eswatini,2011,5675.999756,17200.0087,32.9999818895441,Lower middle income
Sub-Saharan Africa,Eswatini,2012,5722.000122,17200.0087,33.2674257426393,Lower middle income
Sub-Saharan Africa,Eswatini,2013,5767.999878,17200.0087,33.5348660492247,Lower middle income
Sub-Saharan Africa,Eswatini,2014,5814.000244,17200.0087,33.80230990232,Lower middle income
Sub-Saharan Africa,Eswatini,2015,5860,17200.0087,34.0697502089054,Lower middle income
Sub-Saharan Africa,Eswatini,2016,5905.999756,17200.0087,34.3371905154908,Lower middle income
Sub-Saharan Africa,Ethiopia,1990,,1000000.0101,,Low income
Sub-Saharan Africa,Ethiopia,1991,,1000000.0101,,Low income
Sub-Saharan Africa,Ethiopia,1992,,1000000.0101,,Low income
Sub-Saharan Africa,Ethiopia,1993,146912.998,1000000.0101,14.6912996516179,Low income
Sub-Saharan Africa,Ethiopia,1994,145504.0039,1000000.0101,14.550400243041,Low income
Sub-Saharan Africa,Ethiopia,1995,144095,1000000.0101,14.4094998544641,Low income
Sub-Saharan Africa,Ethiopia,1996,142685.9961,1000000.0101,14.2685994658871,Low income
Sub-Saharan Africa,Ethiopia,1997,141277.002,1000000.0101,14.1277000573102,Low income
Sub-Saharan Africa,Ethiopia,1998,139867.998,1000000.0101,13.9867996587333,Low income
Sub-Saharan Africa,Ethiopia,1999,138459.0039,1000000.0101,13.8459002501564,Low income
Sub-Saharan Africa,Ethiopia,2000,137050,1000000.0101,13.7049998615795,Low income
Sub-Saharan Africa,Ethiopia,2001,135640,1000000.0101,13.5639998630036,Low income
Sub-Saharan Africa,Ethiopia,2002,134230,1000000.0101,13.4229998644277,Low income
Sub-Saharan Africa,Ethiopia,2003,132820,1000000.0101,13.2819998658518,Low income
Sub-Saharan Africa,Ethiopia,2004,131410,1000000.0101,13.1409998672759,Low income
Sub-Saharan Africa,Ethiopia,2005,130000,1000000.0101,12.9999998687,Low income
Sub-Saharan Africa,Ethiopia,2006,128592.002,1000000.0101,12.8592000701221,Low income
Sub-Saharan Africa,Ethiopia,2007,127184.0039,1000000.0101,12.7184002615442,Low income
Sub-Saharan Africa,Ethiopia,2008,125775.9961,1000000.0101,12.5775994829662,Low income
Sub-Saharan Africa,Ethiopia,2009,124367.998,1000000.0101,12.4367996743883,Low income
Sub-Saharan Africa,Ethiopia,2010,122960,1000000.0101,12.2959998758104,Low income
Sub-Saharan Africa,Ethiopia,2011,123365.9961,1000000.0101,12.3365994854003,Low income
Sub-Saharan Africa,Ethiopia,2012,123772.002,1000000.0101,12.3772000749903,Low income
Sub-Saharan Africa,Ethiopia,2013,124177.998,1000000.0101,12.4177996745802,Low income
Sub-Saharan Africa,Ethiopia,2014,124584.0039,1000000.0101,12.4584002641702,Low income
Sub-Saharan Africa,Ethiopia,2015,124990,1000000.0101,12.4989998737601,Low income
Sub-Saharan Africa,Ethiopia,2016,125395.9961,1000000.0101,12.53959948335,Low income
Europe & Central Asia,Faroe Islands,1990,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1991,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1992,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1993,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1994,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1995,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1996,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1997,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1998,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,1999,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2000,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2001,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2002,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2003,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2004,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2005,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2006,0.799999982,1396.01,0.0573061784657703,High income
Europe & Central Asia,Faroe Islands,2007,0.799999982,1396.01,0.0573061784657703,High income
